0.000000000000000000e+00,1.911764705882352811e-01
5.000000000000000000e+00,3.529411764705882026e-01
1.000000000000000000e+01,4.411764705882348370e-02
1.500000000000000000e+01,1.617647058823529216e-01
2.000000000000000000e+01,0.000000000000000000e+00
2.500000000000000000e+01,6.029411764705883137e-01
3.000000000000000000e+01,6.617647058823529216e-01
3.500000000000000000e+01,4.705882352941176405e-01
4.000000000000000000e+01,5.735294117647058432e-01
4.500000000000000000e+01,6.323529411764705621e-01
5.000000000000000000e+01,7.352941176470588758e-01
5.500000000000000000e+01,7.647058823529411242e-01
6.000000000000000000e+01,3.823529411764705621e-01
6.500000000000000000e+01,6.764705882352941568e-01
7.000000000000000000e+01,7.941176470588235947e-01
7.500000000000000000e+01,7.941176470588235947e-01
8.000000000000000000e+01,7.500000000000000000e-01
8.500000000000000000e+01,4.852941176470588758e-01
9.000000000000000000e+01,7.058823529411764053e-01
9.500000000000000000e+01,8.529411764705882026e-01
1.000000000000000000e+02,8.382352941176470784e-01
1.050000000000000000e+02,7.352941176470588758e-01
1.100000000000000000e+02,8.382352941176470784e-01
1.150000000000000000e+02,9.264705882352941568e-01
1.200000000000000000e+02,8.970588235294117974e-01
1.250000000000000000e+02,8.676470588235294379e-01
1.300000000000000000e+02,6.176470588235294379e-01
1.350000000000000000e+02,7.500000000000000000e-01
1.400000000000000000e+02,9.411764705882352811e-01
1.450000000000000000e+02,1.000000000000000000e+00
1.500000000000000000e+02,9.705882352941176405e-01
1.550000000000000000e+02,8.235294117647058432e-01
1.600000000000000000e+02,8.235294117647058432e-01
1.650000000000000000e+02,9.117647058823529216e-01
1.700000000000000000e+02,9.411764705882352811e-01
1.750000000000000000e+02,9.411764705882352811e-01
1.800000000000000000e+02,7.647058823529411242e-01
