0.000000000000000000e+00,5.238095238095238360e-01
5.000000000000000000e+00,5.000000000000000000e-01
1.000000000000000000e+01,1.785714285714286031e-01
1.500000000000000000e+01,3.095238095238095344e-01
2.000000000000000000e+01,6.666666666666667407e-01
2.500000000000000000e+01,7.738095238095238360e-01
3.000000000000000000e+01,0.000000000000000000e+00
3.500000000000000000e+01,4.404761904761904656e-01
4.000000000000000000e+01,7.142857142857143016e-01
4.500000000000000000e+01,7.023809523809523281e-01
5.000000000000000000e+01,1.428571428571429047e-01
5.500000000000000000e+01,7.023809523809523281e-01
6.000000000000000000e+01,7.500000000000000000e-01
6.500000000000000000e+01,5.238095238095238360e-01
7.000000000000000000e+01,4.642857142857143016e-01
7.500000000000000000e+01,9.047619047619047672e-01
8.000000000000000000e+01,8.452380952380952328e-01
8.500000000000000000e+01,6.071428571428572063e-01
9.000000000000000000e+01,8.690476190476190688e-01
9.500000000000000000e+01,8.571428571428572063e-01
1.000000000000000000e+02,8.095238095238095344e-01
1.050000000000000000e+02,8.452380952380952328e-01
1.100000000000000000e+02,7.500000000000000000e-01
1.150000000000000000e+02,1.000000000000000000e+00
1.200000000000000000e+02,9.523809523809523281e-01
1.250000000000000000e+02,7.500000000000000000e-01
1.300000000000000000e+02,9.285714285714286031e-01
1.350000000000000000e+02,9.285714285714286031e-01
1.400000000000000000e+02,7.976190476190476719e-01
1.450000000000000000e+02,7.142857142857143016e-01
1.500000000000000000e+02,9.642857142857143016e-01
1.550000000000000000e+02,9.523809523809523281e-01
1.600000000000000000e+02,8.214285714285713969e-01
1.650000000000000000e+02,8.452380952380952328e-01
1.700000000000000000e+02,9.404761904761904656e-01
1.750000000000000000e+02,9.285714285714286031e-01
1.800000000000000000e+02,7.976190476190476719e-01
